206002765,227008512,Brant Ellis.,"Ellis, John","Brant Ellis, John Ellis' second eldest son. Previous Control Number: UMA/I/77 Previous Control Number: JE037-08; 200065 Item: [1999.0081.00167] ""Brant Ellis.""",http://trove.nla.gov.au/version/227008512,http://hdl.handle.net/11343/76180,http://gallery.its.unimelb.edu.au/imu/imu.php?request=multimedia&irn=104420
206002713,227008436,Yvonne Ellis,"Ellis, John","John Ellis' ex-wife Yvonne, January 1976 Previous Control Number: UMA/I/158 Previous Control Number: JE091-34; 200148 Item: [1999.0081.00091] ""Yvonne Ellis""",http://trove.nla.gov.au/version/227008436,http://hdl.handle.net/11343/76104,http://gallery.its.unimelb.edu.au/imu/imu.php?request=multimedia&irn=104551
206002680,227008401,Dean Ellis,"Ellis, John","Third son of John Ellis Previous Control Number: UMA/I/81 Previous Control Number: JE039-40; 200069 Item: [1999.0081.00056] ""Dean Ellis""",http://trove.nla.gov.au/version/227008401,http://hdl.handle.net/11343/76069,http://gallery.its.unimelb.edu.au/imu/imu.php?request=multimedia&irn=104424
206002690,227008644,"Anti-John Kerr rally, 12th November 1976","Ellis, John","This rally was held to commemorate the sacking of the Whitlam Government 12 months earlier. Previous Control Number: UMA/I/314 Previous Control Number: JE119-16; 200314 Item: [1999.0081.00299] ""Anti-John Kerr rally, 12th November 1976""",http://trove.nla.gov.au/version/227008644,http://hdl.handle.net/11343/76312,http://gallery.its.unimelb.edu.au/imu/imu.php?request=multimedia&irn=104635
206002690,227008727,"Anti-John Kerr rally, 12th November 1976","Ellis, John","This rally was held to commemorate the sacking of the Whitlam Government 12 months earlier. Banner reads, Women Against Bureaucracy = Phallocracy = Frazocracy. Previous Control Number: UMA/I/313 Previous Control Number: JE119-15; 200313 Item: [1999.0081.00382] ""Anti-John Kerr rally, 12th November 1976""",http://trove.nla.gov.au/version/227008727,http://hdl.handle.net/11343/76395,http://gallery.its.unimelb.edu.au/imu/imu.php?request=multimedia&irn=104634
206002690,227008581,"Anti-John Kerr rally, 12th November 1976","Ellis, John","This rally was held to commemorate the sacking of the Whitlam Government 12 months earlier. The leading banner reads, ""Abolish the Monarchy"". Other banner reads, Maintain Your Rage. Previous Control Number: UMA/I/311 Previous Control Number: JE118-36; 200312 Item: [1999.0081.00236] ""Anti-John Kerr rally, 12th November 1976""",http://trove.nla.gov.au/version/227008581,http://hdl.handle.net/11343/76249,http://gallery.its.unimelb.edu.au/imu/imu.php?request=multimedia&irn=104632
206002690,227008411,"Anti-John Kerr rally, 12th November 1976","Ellis, John","This rally was held to commemorate the sacking of the Whitlam Government 12 months earlier. Banner reads, Liberals rape democracy. Previous Control Number: UMA/I/310 Previous Control Number: JE118-27; 200311 Item: [1999.0081.00066] ""Anti-John Kerr rally, 12th November 1976""",http://trove.nla.gov.au/version/227008411,http://hdl.handle.net/11343/76079,http://gallery.its.unimelb.edu.au/imu/imu.php?request=multimedia&irn=104631
206002867,227009199,"Sir John Kerr demonstration, 9th June 1976","Ellis, John","The Royal Commonwealth Society hosted a dinner at its premises in Queens Road, for the Governor-General, Sir John Kerr. There were many struggles with the police who finally brought in their troopers to disperse the crowd of protesters. Previous Control Number: UMA/I/190 Previous Control Number: JE102-11; 200180 Item: [1999.0081.00854] ""Sir John Kerr demonstration, 9th June 1976""",http://trove.nla.gov.au/version/227009199,http://hdl.handle.net/11343/76867,http://gallery.its.unimelb.edu.au/imu/imu.php?request=multimedia&irn=104580
206002867,227008637,"Sir John Kerr demonstration, 9th June 1976","Ellis, John","The Royal Commonwealth Society hosted a dinner at its premises in Queens Road, for the Governor-General, Sir John Kerr. There were many struggles with the police who finally brought in their troopers to disperse the crowd of protesters. Previous Control Number: UMA/I/192 Previous Control Number: JE102-30a; 200182 Item: [1999.0081.00292] ""Sir John Kerr demonstration, 9th June 1976""",http://trove.nla.gov.au/version/227008637,http://hdl.handle.net/11343/76305,http://gallery.its.unimelb.edu.au/imu/imu.php?request=multimedia&irn=104583
206002867,227008937,"Sir John Kerr demonstration, 9th June 1976","Ellis, John","The Royal Commonwealth Society hosted a dinner at its premises in Queens Road, for the Governor-General, Sir John Kerr. There were many struggles with the police who finally brought in their troopers to disperse the crowd of protesters. Previous Control Number: UMA/I/188 Previous Control Number: JE102-13; 200177 Item: [1999.0081.00592] ""Sir John Kerr demonstration, 9th June 1976""",http://trove.nla.gov.au/version/227008937,http://hdl.handle.net/11343/76605,http://gallery.its.unimelb.edu.au/imu/imu.php?request=multimedia&irn=104581
206002867,227008682,"Sir John Kerr demonstration, 9th June 1976","Ellis, John","The Royal Commonwealth Society hosted a dinner at its premises in Queens Road, for the Governor-General, Sir John Kerr. There were many struggles with the police who finally brought in their troopers to disperse the crowd of protesters. Previous Control Number: UMA/I/191 Previous Control Number: JE102-19; 200181 Item: [1999.0081.00337] ""Sir John Kerr demonstration, 9th June 1976""",http://trove.nla.gov.au/version/227008682,http://hdl.handle.net/11343/76350,http://gallery.its.unimelb.edu.au/imu/imu.php?request=multimedia&irn=104582
206002752,227008495,Brant Ellis with restored steam engine,"Ellis, John","Brant Ellis with his restored 'J' class steam engine at the North Williamstown Railway Museum. Previous Control Number: UMA/I/189 Previous Control Number: JE042-19; 200178 Item: [1999.0081.00150] ""Brant Ellis with restored steam engine""",http://trove.nla.gov.au/version/227008495,http://hdl.handle.net/11343/76163,http://gallery.its.unimelb.edu.au/imu/imu.php?request=multimedia&irn=104430
206002704,227008992,"May Day march, 1st May 1977","Ellis, John","John Ellis took these pictures as the march was leaving the Trades Hall to march down Russell Street. As the march approached the City Watch-house John Ellis saw a man taking photographs of the marchers from above the entrance to the watch-house. He was wearing a track suit similar to those off-duty police entering the watch-house below. Since that incident John has photographed many security police, Special Branch and Commonwealth, and still believes that their motives are political and have nothing to do with any breaches of the peace. NOTE: To see the remainder of this description, please contact the University of Melbourne Archives. Previous Control Number: UMA/I/336 Previous Control Number: JE129-08; 200336 Item: [1999.0081.00647] ""May Day march, 1st May 1977""",http://trove.nla.gov.au/version/227008992,http://hdl.handle.net/11343/76660,http://gallery.its.unimelb.edu.au/imu/imu.php?request=multimedia&irn=104653
206002704,227008909,"May Day march, 1st May 1977","Ellis, John","May Day march, 1st May 1977, showing banners. Previous Control Number: UMA/I/344 Previous Control Number: JE130-01; 200348 Item: [1999.0081.00564] ""May Day march, 1st May 1977""",http://trove.nla.gov.au/version/227008909,http://hdl.handle.net/11343/76577,http://gallery.its.unimelb.edu.au/imu/imu.php?request=multimedia&irn=104657
206002704,227009103,"May Day march, 1st May 1977","Ellis, John","May Day march, 1st May 1977, showing banners. Previous Control Number: UMA/I/346 Previous Control Number: JE130-05; 200350 Item: [1999.0081.00758] ""May Day march, 1st May 1977""",http://trove.nla.gov.au/version/227009103,http://hdl.handle.net/11343/76771,http://gallery.its.unimelb.edu.au/imu/imu.php?request=multimedia&irn=104658
206002704,227008426,"May Day march, 1st May 1977","Ellis, John","May Day march, 1st May 1977. A papier-mache effigy of Malcolm Fraser features. Previous Control Number: UMA/I/341 Previous Control Number: JE130-38; 200345 Item: [1999.0081.00081] ""May Day march, 1st May 1977""",http://trove.nla.gov.au/version/227008426,http://hdl.handle.net/11343/76094,http://gallery.its.unimelb.edu.au/imu/imu.php?request=multimedia&irn=104661
206002704,227009034,"May Day march, 1st May 1977","Ellis, John","John Ellis took these pictures as the march was leaving the Trades Hall to march down Russell Street. As the march approached the City Watch-house John Ellis saw a man taking photographs of the marchers from above the entrance to the watch-house. He was wearing a track suit similar to those off-duty police entering the watch-house below. Since that incident John has photographed many security police, Special Branch and Commonwealth, and still believes that their motives are political and have nothing to do with any breaches of the peace. NOTE: To see the remainder of this description, please contact the University of Melbourne Archives. Previous Control Number: UMA/I/338 Previous Control Number: JE129-11; 200340 Item: [1999.0081.00689] ""May Day march, 1st May 1977""",http://trove.nla.gov.au/version/227009034,http://hdl.handle.net/11343/76702,http://gallery.its.unimelb.edu.au/imu/imu.php?request=multimedia&irn=104655
206002704,227008856,"May Day march, 1st May 1977","Ellis, John","May Day march, 1st May 1977. A papier-mache effigy of Malcolm Fraser features. Previous Control Number: UMA/I/340 Previous Control Number: JE130-37; 200344 Item: [1999.0081.00511] ""May Day march, 1st May 1977""",http://trove.nla.gov.au/version/227008856,http://hdl.handle.net/11343/76524,http://gallery.its.unimelb.edu.au/imu/imu.php?request=multimedia&irn=104660
206002704,227008462,"May Day march, 1st May 1977","Ellis, John","John Ellis took these pictures as the march was leaving the Trades Hall to march down Russell Street. As the march approached the City Watch-house John Ellis saw a man taking photographs of the marchers from above the entrance to the watch-house. He was wearing a track suit similar to those off-duty police entering the watch-house below. Since that incident John has photographed many security police, Special Branch and Commonwealth, and still believes that their motives are political and have nothing to do with any breaches of the peace. NOTE: To see the remainder of this description, please contact the University of Melbourne Archives. Previous Control Number: UMA/I/339 Previous Control Number: JE129-16; 200342 Item: [1999.0081.00117] ""May Day march, 1st May 1977""",http://trove.nla.gov.au/version/227008462,http://hdl.handle.net/11343/76130,http://gallery.its.unimelb.edu.au/imu/imu.php?request=multimedia&irn=104656
206002704,227009048,"May Day march, 1st May 1977","Ellis, John","John Ellis took these pictures as the march was leaving the Trades Hall to march down Russell Street. As the march approached the City Watch-house John Ellis saw a man taking photographs of the marchers from above the entrance to the watch-house. He was wearing a track suit similar to those off-duty police entering the watch-house below. Since that incident John has photographed many security police, Special Branch and Commonwealth, and still believes that their motives are political and have nothing to do with any breaches of the peace. NOTE: To see the remainder of this description, please contact the University of Melbourne Archives. Previous Control Number: UMA/I/337 Previous Control Number: JE129-10; 200339 Item: [1999.0081.00703] ""May Day march, 1st May 1977""",http://trove.nla.gov.au/version/227009048,http://hdl.handle.net/11343/76716,http://gallery.its.unimelb.edu.au/imu/imu.php?request=multimedia&irn=104654
206002704,227008429,"May Day march, 1st May 1977","Ellis, John","May Day march, 1st May 1977, showing banners. Previous Control Number: UMA/I/342 Previous Control Number: JE130-41; 200346 Item: [1999.0081.00084] ""May Day march, 1st May 1977""",http://trove.nla.gov.au/version/227008429,http://hdl.handle.net/11343/76097,http://gallery.its.unimelb.edu.au/imu/imu.php?request=multimedia&irn=104662
206002704,227008998,"May Day march, 1st May 1977","Ellis, John","May Day march, 1st May 1977, showing banner reading, Fight for an independent and socialist Australia. Previous Control Number: UMA/I/347 Previous Control Number: JE130-07; 200351 Item: [1999.0081.00653] ""May Day march, 1st May 1977""",http://trove.nla.gov.au/version/227008998,http://hdl.handle.net/11343/76666,http://gallery.its.unimelb.edu.au/imu/imu.php?request=multimedia&irn=104659
206002704,227008864,"May Day march, 1st May 1977","Ellis, John","May Day march, 1st May 1977, showing banners. Previous Control Number: UMA/I/343 Previous Control Number: JE130-42; 200347 Item: [1999.0081.00519] ""May Day march, 1st May 1977""",http://trove.nla.gov.au/version/227008864,http://hdl.handle.net/11343/76532,http://gallery.its.unimelb.edu.au/imu/imu.php?request=multimedia&irn=104663
206002647,227009163,"May Day, 1978","Ellis, John","May Day march, 1978. John Murray (IRA supporter) features. Banner reads, Wanted for murder & torture in Ireland Queen Elizabeth and her agents. Previous Control Number: UMA/I/404 Previous Control Number: JE151-18; 200412 Item: [1999.0081.00818] ""May Day, 1978""",http://trove.nla.gov.au/version/227009163,http://hdl.handle.net/11343/76831,http://gallery.its.unimelb.edu.au/imu/imu.php?request=multimedia&irn=104716
206002647,227008710,"May Day, 1978","Ellis, John","May Day march, 1978. Banner reads, Don't blame them! Blame the system. Previous Control Number: UMA/I/417 Previous Control Number: JE152-06a; 200425 Item: [1999.0081.00365] ""May Day, 1978""",http://trove.nla.gov.au/version/227008710,http://hdl.handle.net/11343/76378,http://gallery.its.unimelb.edu.au/imu/imu.php?request=multimedia&irn=104725
206002647,227009060,"May Day, 1978","Ellis, John","May Day march, 1978. David Murray- Smith features. Banner reads, Heidelberg MAUM. Previous Control Number: UMA/I/409 Previous Control Number: JE151-26; 200417 Item: [1999.0081.00715] ""May Day, 1978""",http://trove.nla.gov.au/version/227009060,http://hdl.handle.net/11343/76728,http://gallery.its.unimelb.edu.au/imu/imu.php?request=multimedia&irn=104719
206002647,227009130,"May Day, 1978","Ellis, John","May Day march, 1978. Previous Control Number: UMA/I/411 Previous Control Number: JE151-28; 200419 Item: [1999.0081.00785] ""May Day, 1978""",http://trove.nla.gov.au/version/227009130,http://hdl.handle.net/11343/76798,http://gallery.its.unimelb.edu.au/imu/imu.php?request=multimedia&irn=104720
206002647,227008625,"May Day, 1978","Ellis, John","May Day march, 1978. 3CR banner, Bevan Ramsden, Gerry Harant feature. Previous Control Number: UMA/I/416 Previous Control Number: JE152-05a; 200424 Item: [1999.0081.00280] ""May Day, 1978""",http://trove.nla.gov.au/version/227008625,http://hdl.handle.net/11343/76293,http://gallery.its.unimelb.edu.au/imu/imu.php?request=multimedia&irn=104724
206002647,227008948,"May Day, 1978","Ellis, John","May Day march, 1978. Previous Control Number: UMA/I/415 Previous Control Number: JE152-03a; 200423 Item: [1999.0081.00603] ""May Day, 1978""",http://trove.nla.gov.au/version/227008948,http://hdl.handle.net/11343/76616,http://gallery.its.unimelb.edu.au/imu/imu.php?request=multimedia&irn=104723
206002647,227008460,"May Day, 1978","Ellis, John","May Day march, 1978. Previous Control Number: UMA/I/399 Previous Control Number: JE151-09; 200407 Item: [1999.0081.00115] ""May Day, 1978""",http://trove.nla.gov.au/version/227008460,http://hdl.handle.net/11343/76128,http://gallery.its.unimelb.edu.au/imu/imu.php?request=multimedia&irn=104711
206002647,227008385,"May Day, 1978","Ellis, John","May Day march, 1978. Previous Control Number: UMA/I/400 Previous Control Number: JE151-10; 200408 Item: [1999.0081.00040] ""May Day, 1978""",http://trove.nla.gov.au/version/227008385,http://hdl.handle.net/11343/76053,http://gallery.its.unimelb.edu.au/imu/imu.php?request=multimedia&irn=104712
206002647,227008396,"May Day, 1978","Ellis, John","May Day march, 1978. Previous Control Number: UMA/I/401 Previous Control Number: JE151-13; 200409 Item: [1999.0081.00051] ""May Day, 1978""",http://trove.nla.gov.au/version/227008396,http://hdl.handle.net/11343/76064,http://gallery.its.unimelb.edu.au/imu/imu.php?request=multimedia&irn=104713
206002647,227008989,"May Day, 1978","Ellis, John","May Day march, 1978. Banner reads, Rhodesia is Zimbabwe - forward with the revolution. Previous Control Number: UMA/I/412 Previous Control Number: JE152-01a; 200420 Item: [1999.0081.00644] ""May Day, 1978""",http://trove.nla.gov.au/version/227008989,http://hdl.handle.net/11343/76657,http://gallery.its.unimelb.edu.au/imu/imu.php?request=multimedia&irn=104721
206002647,227008730,"May Day, 1978","Ellis, John","May Day march, 1978. John Murray (IRA supporter) features. Banner reads, Help stop British murder and torture in Ireland - support the IRA. Previous Control Number: UMA/I/405 Previous Control Number: JE151-19; 200413 Item: [1999.0081.00385] ""May Day, 1978""",http://trove.nla.gov.au/version/227008730,http://hdl.handle.net/11343/76398,http://gallery.its.unimelb.edu.au/imu/imu.php?request=multimedia&irn=104717
206002647,227008830,"May Day, 1978","Ellis, John","May Day march, 1978. Lewis Kent features. Previous Control Number: UMA/I/414 Previous Control Number: JE152-02a; 200422 Item: [1999.0081.00485] ""May Day, 1978""",http://trove.nla.gov.au/version/227008830,http://hdl.handle.net/11343/76498,http://gallery.its.unimelb.edu.au/imu/imu.php?request=multimedia&irn=104722
206002647,227008953,"May Day, 1978","Ellis, John","May Day march, 1978. Les Dalton features. Previous Control Number: UMA/I/403 Previous Control Number: JE151-16; 200411 Item: [1999.0081.00608] ""May Day, 1978""",http://trove.nla.gov.au/version/227008953,http://hdl.handle.net/11343/76621,http://gallery.its.unimelb.edu.au/imu/imu.php?request=multimedia&irn=104715
206002647,227009218,"May Day, 1978","Ellis, John","May Day march, 1978. Moorabbin MAUM features. Banner reads, Moorabbin says no to uranium. Previous Control Number: UMA/I/406 Previous Control Number: JE151-22; 200414 Item: [1999.0081.00873] ""May Day, 1978""",http://trove.nla.gov.au/version/227009218,http://hdl.handle.net/11343/76886,http://gallery.its.unimelb.edu.au/imu/imu.php?request=multimedia&irn=104718
206002647,227008364,"May Day, 1978","Ellis, John","May Day march, 1978. Previous Control Number: UMA/I/402 Previous Control Number: JE151-14; 200410 Item: [1999.0081.00019] ""May Day, 1978""",http://trove.nla.gov.au/version/227008364,http://hdl.handle.net/11343/76032,http://gallery.its.unimelb.edu.au/imu/imu.php?request=multimedia&irn=104714
206002795,227008873,"May Day march, 2nd May 1976","Ellis, John","May Day march, 2nd May 1976. Previous Control Number: UMA/I/171 Previous Control Number: JE098-06; 200160 Item: [1999.0081.00528] ""May Day march, 2nd May 1976""",http://trove.nla.gov.au/version/227008873,http://hdl.handle.net/11343/76541,http://gallery.its.unimelb.edu.au/imu/imu.php?request=multimedia&irn=104558
206002795,227008642,"May Day march, 2nd May 1976","Ellis, John","May Day march, 2nd May 1976. PKIU banner reading Down with media control by three families. Previous Control Number: UMA/I/175 Previous Control Number: JE099-36; 200164 Item: [1999.0081.00297] ""May Day march, 2nd May 1976""",http://trove.nla.gov.au/version/227008642,http://hdl.handle.net/11343/76310,http://gallery.its.unimelb.edu.au/imu/imu.php?request=multimedia&irn=104567
206002795,227008839,"May Day march, 2nd May 1976","Ellis, John","May Day march, 2nd May 1976. Peter Spyker features. Previous Control Number: UMA/I/164 Previous Control Number: JE098-07; 200153 Item: [1999.0081.00494] ""May Day march, 2nd May 1976""",http://trove.nla.gov.au/version/227008839,http://hdl.handle.net/11343/76507,http://gallery.its.unimelb.edu.au/imu/imu.php?request=multimedia&irn=104559
206002795,227008868,"May Day march, 2nd May 1976","Ellis, John","May Day march, 2nd May 1976. Previous Control Number: UMA/I/170 Previous Control Number: JE098-05; 200159 Item: [1999.0081.00523] ""May Day march, 2nd May 1976""",http://trove.nla.gov.au/version/227008868,http://hdl.handle.net/11343/76536,http://gallery.its.unimelb.edu.au/imu/imu.php?request=multimedia&irn=104557
206002795,227008874,"May Day march, 2nd May 1976","Ellis, John","May Day march, 2nd May 1976. Alma Morton, Betty Olle (UAW) feature, holding a banner reading Union of Australian Women. Previous Control Number: UMA/I/173 Previous Control Number: JE098-37; 200162 Item: [1999.0081.00529] ""May Day march, 2nd May 1976""",http://trove.nla.gov.au/version/227008874,http://hdl.handle.net/11343/76542,http://gallery.its.unimelb.edu.au/imu/imu.php?request=multimedia&irn=104561
206002795,227008966,"May Day march, 2nd May 1976","Ellis, John","May Day march, 2nd May 1976. Ted Bull (WWF) and Bunna Walsh feature. Previous Control Number: UMA/I/174 Previous Control Number: JE099-35; 200163 Item: [1999.0081.00621] ""May Day march, 2nd May 1976""",http://trove.nla.gov.au/version/227008966,http://hdl.handle.net/11343/76634,http://gallery.its.unimelb.edu.au/imu/imu.php?request=multimedia&irn=104566
206002795,227009025,"May Day march, 2nd May 1976","Ellis, John","May Day march, 2nd May 1976. Previous Control Number: UMA/I/169 Previous Control Number: JE098-04; 200158 Item: [1999.0081.00680] ""May Day march, 2nd May 1976""",http://trove.nla.gov.au/version/227009025,http://hdl.handle.net/11343/76693,http://gallery.its.unimelb.edu.au/imu/imu.php?request=multimedia&irn=104556
206002795,227008762,"May Day march, 2nd May 1976","Ellis, John","May Day march, 2nd May 1976. Darc Cassidy (ABC) features. Previous Control Number: UMA/I/165 Previous Control Number: JE098-42a; 200154 Item: [1999.0081.00417] ""May Day march, 2nd May 1976""",http://trove.nla.gov.au/version/227008762,http://hdl.handle.net/11343/76430,http://gallery.its.unimelb.edu.au/imu/imu.php?request=multimedia&irn=104564
206002795,227008991,"May Day march, 2nd May 1976","Ellis, John","May Day march, 2nd May 1976. Banner reading Smash Fascism. Previous Control Number: UMA/I/167 Previous Control Number: JE098-10; 200156 Item: [1999.0081.00646] ""May Day march, 2nd May 1976""",http://trove.nla.gov.au/version/227008991,http://hdl.handle.net/11343/76659,http://gallery.its.unimelb.edu.au/imu/imu.php?request=multimedia&irn=104560
206002795,227009033,"May Day march, 2nd May 1976","Ellis, John","May Day march, 2nd May 1976. Previous Control Number: UMA/I/168 Previous Control Number: JE098-41; 200157 Item: [1999.0081.00688] ""May Day march, 2nd May 1976""",http://trove.nla.gov.au/version/227009033,http://hdl.handle.net/11343/76701,http://gallery.its.unimelb.edu.au/imu/imu.php?request=multimedia&irn=104562
206002795,227009014,"May Day march, 2nd May 1976","Ellis, John","May Day march, 2nd May 1976. George Crawford features. Previous Control Number: UMA/I/166 Previous Control Number: JE098-42; 200155 Item: [1999.0081.00669] ""May Day march, 2nd May 1976""",http://trove.nla.gov.au/version/227009014,http://hdl.handle.net/11343/76682,http://gallery.its.unimelb.edu.au/imu/imu.php?request=multimedia&irn=104563
206002795,227008958,"May Day march, 2nd May 1976","Ellis, John","May Day march, 2nd May 1976. Banner reading Printing & Kindred Industries Union, Vic Branch. Previous Control Number: UMA/I/176 Previous Control Number: JE099-37; 200165 Item: [1999.0081.00613] ""May Day march, 2nd May 1976""",http://trove.nla.gov.au/version/227008958,http://hdl.handle.net/11343/76626,http://gallery.its.unimelb.edu.au/imu/imu.php?request=multimedia&irn=104568
206002795,227008546,"May Day march, 2nd May 1976","Ellis, John","May Day march, 2nd May 1976. Previous Control Number: UMA/I/172 Previous Control Number: JE099-33; 200161 Item: [1999.0081.00201] ""May Day march, 2nd May 1976""",http://trove.nla.gov.au/version/227008546,http://hdl.handle.net/11343/76214,http://gallery.its.unimelb.edu.au/imu/imu.php?request=multimedia&irn=104565
206002795,227009118,"May Day march, 2nd May 1976","Ellis, John","May Day march, 2nd May 1976. Gerry Harant features. Previous Control Number: UMA/I/177 Previous Control Number: JE099-39; 200166 Item: [1999.0081.00773] ""May Day march, 2nd May 1976""",http://trove.nla.gov.au/version/227009118,http://hdl.handle.net/11343/76786,http://gallery.its.unimelb.edu.au/imu/imu.php?request=multimedia&irn=104569
